title,text,file
Apache Tomcat : Servlet TCK 4.0 setenv.[sh|bat],Set the following system properties -Dorg.apache.catalina.STRICT_SERVLET_COMPLIANCE=true-Dorg.apache.tomcat.util.http.ServerCookie.FWD_SLASH_IS_SEPARATOR=false-Duser.language=en-Duser.country=US,../data/confluence_exports/TOMCAT/Servlet-TCK-4.0_103089318.html
Apache Tomcat : Servlet TCK 4.0 context.xml,"Make the following changes: <Context crossContext=""true"" resourceOnlyServlets=""jsp""> <CookieProcessor className=""org.apache.tomcat.util.http.LegacyCookieProcessor"" alwaysAddExpires=""true"" forwardSlashIsSeparator=""false"" /> ... </Context>",../data/confluence_exports/TOMCAT/Servlet-TCK-4.0_103089318.html
Apache Tomcat : Servlet TCK 4.0 tomcat-users.xml,"Make the following changes: <user username=""CN=CTS, OU=Java Software, O=Sun Microsystems Inc., L=Burlington, ST=MA, C=US"" roles=""Administrator""/><user username=""j2ee"" password=""j2ee"" roles=""Administrator,Employee"" /><user username=""javajoe"" password=""javajoe"" roles=""VP,Manager"" />",../data/confluence_exports/TOMCAT/Servlet-TCK-4.0_103089318.html
Apache Tomcat : Servlet TCK 4.0 server.xml,"Enable h2c on port 8080, and add some trailer headers <Connector ... allowedTrailerHeaders=""myTrailer, myTrailer2""> <UpgradeProtocol className=""org.apache.coyote.http2.Http2Protocol"" /> </Connector> Enable TLS on port 8443 <Connector port=""8443"" protocol=""HTTP/1.1"" SSLEnabled=""true""> <SSLHostConfig truststoreFile=""conf/cacerts.jks""> <Certificate certificateKeystoreFile=""conf/clientcert.jks"" certificateKeystorePassword=""changeit"" type=""RSA"" /> </SSLHostConfig> </Connector> Remove the lock-out realm Client certificate tests: see below",../data/confluence_exports/TOMCAT/Servlet-TCK-4.0_103089318.html
Apache Tomcat : Servlet TCK 4.0 Test Suite,"Download latest nightly build https://download.eclipse.org/ee4j/jakartaee-tck/8.0.1/nightly/servlettck-4.0_latest.zip Extract to SERVLET_TCK_HOME Import bin/cts_cert to a truststore doing: ""keytool -import -alias cts -file cts_cert -storetype JKS -keystore cacerts.jks"" password should be ""changeit"" Create the truststore using  ""keytool -import -alias cts -file cts_cert -storetype JKS -keystore cacerts.jks"" password should be ""changeit"" Place cacerts.jks truststore in $SERVLET_TCK_HOME/bin/certificates Add $SERVLET_TCK_HOME/bin/certificates/cacerts.jks and $SERVLET_TCK_HOME/bin/certificates/clientcert.jks in the Tomcat conf folder  Edit $SERVLET_TCK_HOME/bin/ts.jte You'll need to set the following properties (adjust the paths and values for your environment)  web.home=/path/to/tomcat servlet.classes=${web.home}/lib/servlet-api.jar:${web.home}/lib/annotations-api.jar webServerHost=localhost webServerPort=8080 securedWebServicePort=8443 command.testExecute += -Djava.endorsed.dirs=${ts.home}/endorsedlib -Djavax.net.ssl.trustStore=${ts.home}/bin/certificates/cacerts.jks  set JAVA_HOME cd $SERVLET_TCK_HOME/bin ant gui Accept the defaults and then run the tests  A default 9.0.x build with the above configuration triggers 10 test failures 2 Expected failures 1 x signature test as Tomcat has added a missing \@Deprecated annotation1 x default context path test as Tomcat configuration always overrides this 8 TCK bugs 1 x case sensitive HTTP header checkshttps://github.com/eclipse-ee4j/jakartaee-tck/issues/415 * com/sun/ts/tests/servlet/spec/security/denyUncovered/* use URLs which don't match the WAR name; it needs to be renamed from servlet_sec_denyUncovered_web.war to servlet_sec_denyUncovered.war (there is a proprietary descriptor to rectify the mapping on deployment for Glassfish, but it is not portable)https://github.com/eclipse-ee4j/jakartaee-tck/issues/45 2 * com/sun/ts/tests/servlet/spec/security/secbasic/client.java#test7[_anno]Assertion is explained in the common class:https://github.com/eclipse-ee4j/jakartaee-tck/blob/master/src/com/sun/ts/tests/common/jspservletsec/SecBasicClient.java#L340I am not aware of this special behavior being mentioned anywherehttps://github.com/eclipse-ee4j/jakartaee-tck/issues/44 Note the configuration above also works around 3 additional TCK bugs 2 x cookie tests assume server is running in en_US locale (fixed by setenv.sh changes that start Tomcat in that locale)https://github.com/eclipse-ee4j/jakartaee-tck/issues/461 x missing endorsedLib configuration (fixed by command.testExecute change above)https://github.com/eclipse-ee4j/jakartaee-tck/issues/39 1 Tomcat bug has also been fixed as a result of running the TCK 1 x Enable a PushBuilder to manipluate cookies via HTTP headers",../data/confluence_exports/TOMCAT/Servlet-TCK-4.0_103089318.html
Apache Tomcat : TomcatOnMacOS Running Tomcat on Mac OS X,For an updated guide for installing Tomcat 5/6 on Mac OS X 10.6 usingMacPortscheckhttp://serverfault.com/questions/183496/full-guide-for-installing-tomcat-on-os-x                                                                             [See below for later updates to this 2004 posting]                                                                             These notes are the result of several weeks playing with different things and asking a LOT of questions on several mailing lists.  I hope these notes are of use to someone out there.,../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS THE ENVIRONMENT,"Java is installed by default on every MacOS X installation.  MacOS X 10.2 (Jaguar) comes with Java 1.3; MacOS X 10.3 (Panther) comes with Java 1.4.  MacOS X 10.4 (Tiger) comes with Java 1.4.2 installed, but Java 1.5 can be downloaded.  MacOS X 10.5 (Leopard) comes with Java 1.5.  MacOS X 10.5 (Snow Leopard) comes with Java 1.6.  It is possible to run Java 1.4 on MacOS XJaguarbut it may interfere with operation of the standard environment.  JAVA_HOMEis at/Library/Java/Home, but this is a link into a directory/System/Frameworks/JavaJVM.Framework/Versionswhich is used to switch between versions easily.  There is a linkCurrentandCurrentVersionwhich matches up the current Java environment with the appropriate version.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS THE SITUATION,"I wanted to learn about Java Servlet Pages (JSP) on my Macintosh (with MacOS X). I installed it the first time on a Windows XP Professional system, but my development machine is a Macintosh.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS THE SOLUTION,"Since I had already installed and played with a separate install of Tomcat (the version installed by Apple's XCode was out of date, as was the version I downloaded from another site), I was ready to give up!  In my case I wanted to get rid of all the other Tomcat installations and start from scratch.  Step 1: Download Tomcat  Download Jakarta Tomcat from the Tomcat home page, and get the binary version - I_downloadedjakarta-tomcat-5.0.27.tar.gz.  Extract the files (unless your browser automatically extracts them).  Navigate (using the Finder) toMacintosh HD > Library.  If there is not already a folder inMacintosh HD > LibrarycalledTomcat, then create one.  If there is already aTomcatfolder (presumably from an out-of-date installation), delete all the files already in that folder.  Step 2: Extract tomcat archive  Copy all the unstuffed files from thejakarta-tomcat-5.0.27.tar.gzdownload and put all the files into theTomcatfolder.  I just named itTomcatas it saves some typing in the Terminal  So the directory structure becomes:  Macintosh HD > Library > Tomcat ><extracted files>  Step 3: Configure tomcat-users.xml  Open the/Library/Tomcat/conf/tomcat-users.xmlfile with a plain text editor. The default Tomcat installation only has the basic roles and users set up.  What is configured as default is:  <?xml version='1.0' encoding='utf-8'?>
 <tomcat-users>
   <role rolename=""tomcat""/>
   <role rolename=""role1""/>
   <user username=""tomcat"" password=""tomcat"" roles=""tomcat""/>
   <user username=""both"" password=""tomcat"" roles=""tomcat,role1""/>
   <user username=""role1"" password=""tomcat"" roles=""role1""/>
 </tomcat-users>  An example of what itshouldlook like follows:  <?xml version='1.0' encoding='utf-8'?>
 <tomcat-users>
  <role rolename=""tomcat""/>
  <role rolename=""role1""/>
  <role rolename=""manager""/>
  <role rolename=""admin""/>
  <user username=""tomcat"" password=""tomcat"" roles=""tomcat,admin,manager""/>
  <user username=""both"" password=""tomcat"" roles=""tomcat,role1""/>
  <user username=""role1"" password=""tomcat"" roles=""role1""/>
 </tomcat-users>  In this case a role, a user and password have been set up with the nametomcat. You can change this later.  Step 4: Start Tomcat  To start Tomcat, open a shell command prompt (using, for instance, the Terminal application).  The path to Tomcat via the Finder isMacintosh HD > Library > Tomcat.  But to get to that directory using the Terminal, type in:  cd /Library/Tomcat/bin  Do anls- you should see a file calledstartup.sh.  Any file in this directory ending in.shcan be executed in the terminal by putting a period and a slash before the file name (eg:startup.sh).  The following example executes the tomcat startup script:  ./startup.sh && tail -f ../logs/catalina.out  Terminal should display four lines looking something like this:  Using CATALINA_BASE:   /library/tomcat
Using CATALINA_HOME:   /library/tomcat
Using CATALINA_TMPDIR: /library/tomcat/temp
Using JAVA_HOME:       /Library/Java/Home
Users-Computer:/library/tomcat/bin user$  There are some notes and a couple of Preference Panes for automating the starting and stopping of Tomcat. After trying them all on five different computers - this is the simplest!  Step 5: Test installationOpen a browser window, and enterhttp://127.0.0.1:8080- the default Tomcat page should open.  If you click theTomcat AdministratororTomcat Managerlinks in the upper left hand of the default Tomcat page, you will be asked for a user name and password.  As mentioned above, usetomcatfor the user name, andtomcatfor the password.  By : Brynley Blake (31 August 2004)  Withconsiderablehelp from Joachim, Tracy, Tom, Samuel and Jonel from the Apple Web and Java Developer mailing lists.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS Updated for 2006,"Basil Bourque says:  Today (2006-04-05) I disovered a somewhat different recipe to running Tomcat 5.5.16 on Mac OS X 10.4.6.  Today's Tomcat (v5.5) wants to run on Java 5, but Apple's command line defaults to Java 4 (1.4.2). Surprisingly, Tomcat's script works around this.  I did not need to set any environment variables (JAVA_HOME).  But I did need to fix vital file permissions in the downloaded Tomcat folder.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS Also Updated in 2010,By Pid: I removed some of the original statements about setting JAVA_HOME as they did not match my experience of installing Tomcat on OS X. It's also certainly overkill to install an application just to be able to set an environment variable.,../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS (1) Upgrade to Mac OS X 10.4.6,"I do not know if 10.4.6 is required, but it sure made an easy Tomcat install.  Apply all of Apple's Software Updates, especially the Java 5 update.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS (2) Download apache-tomcat-5.5.16,Unzip.  Move it to your home folder.,../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS (3) Fix the Unix file permissions,"Download the freeware BatChmod, a GUI wrapper around the Unix ""chmod"" command.  http://macchampion.com/arbysoft/  Drag and drop the entire Tomcat folder onto the BatChmod icon.  Check *all* the checkboxes.  Click ""Apply"" and give your Administrator password.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS (4) Start Tomcat,"Launch /Applications/Utilities/Terminal.  Navigate to the Tomcat folder (apache-tomcat-5.5.16):cd ~/apache-tomcat-5.5.16Run the startup script:./bin/startup.shYou should see something like this:Using CATALINA_BASE:   /Users/basilbourque/apache-tomcat-5.5.16
Using CATALINA_HOME:   /Users/basilbourque/apache-tomcat-5.5.16
Using CATALINA_TMPDIR: /Users/basilbourque/apache-tomcat-5.5.16/temp
Using JRE_HOME:       /System/Library/Frameworks/JavaVM.framework/Versions/1.5/Home  Notice that somehow the startup script(s) have used Java 5 on Mac OS X even though it is not the default Java runtime at the command line. I hope to parse that script later to discover how they did this.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS (5) Test Tomcat,"Launch a web browser such as Safari.  Gotohttp://127.0.0.1:8080/  You should see the cute Tomcat logo on the welcome page.  You are technically done at this point. But as a good pratice, I also did the following additional steps.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS (6) Start the Firewall,"System Preferences > Sharing > Firewall > Start  Also, click the Advanced button on that panel, to (a) block UDP, and (b) start logging. It is fascinating to see how quickly a computer directly on the Internet starts to get queried/tested/attacked. Open /Applications/Utilities/Console to see the log.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS (7) Enable Port-Forwarding,"Add a rule to do port-forwarding from port 80 to Tomcat's default port 8080. Type this in the Terminal:sudo ipfw add 100 fwd 127.0.0.1,8080 tcp from any to any 80 inOr use this nifty program, another GUI wrapper around the ipfw command line, Simple Port Forwarder:http://www.4dresources.com/files/  The Sharing SysPref will get cranky when you add an ipfw rule behind its back; it disables its user interface. To use the Sharing SysPref again you'll have to clear that rule, the one we added and numbered 100. To delete a rule, either read the ipfw man page, or use Simple Port Forwarder again. Quit the System Preferences program, and re-launch it to re-enable its Firewall panel.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS (8) Test Tomcat,"Launch a web browser such as Safari.  Goto:http://127.0.0.1/  Notice that we left off the port number this time, so the web browser defaults to port 80. Or you can explicitly say port 80:http://127.0.0.1:80/  You should see the cute Tomcat logo on the welcome page.  To be sure it is working, and not cached by the browser:  • Try another browser.  • Click the Reload button in the toolbar of the browser.  • Choose the Reload command, such as View > Reload Page in Safari.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS (9) Walk the dog,"Enjoy an all-too-rare moment of computing satisfaction.  As best as I can recall, that is all I had to do today. I hope I am not steering you wrong. I did assume at first that Java 5 would not be used be default, so I wasted time messing with the path ($PATH) and setting the environment variable JAVA_HOME. But I undid those, as they failed. I then tried the simple steps above, and it worked.  I hope to refresh my own web site with this info:http://www.BasilBourque.org/  Tip: You can drag and drop from the Finder to the Terminal, to avoid typing file and folder names.  --Basil Bourque",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS Updated for 2008,"Michael Valentiner says:  Today (2008-02-03) I verified running Tomcat 6.0.14 on Mac OS X 10.5.1.  Like Basil, I did not need to set up JAVA_HOME and I did need to fix Unix file permissions.  Unlike Basil, the System Preferences > Sharing > Firewall has moved to System Preferences > Security > Firewall.  I was able to enable logging, but haven't figured out how to block UDP.",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS Updated for 2009,"Chris Latko says:  To have Tomcat 6.0.x launch on boot on Mac OS X 10.5.x, you need to add a LaunchDaemon. Create a file called org.apache.tomcat.plist in /Library/LaunchDaemons/ with the following content:  <?xml version=""1.0"" encoding=""UTF-8""?>
<!DOCTYPE plist PUBLIC ""-//Apple Computer//DTD PLIST 1.0//EN"" ""http://www.apple.com/DTDs/PropertyList-1.0.dtd"">
<plist version=""1.0"">
<dict>
	<key>Disabled</key>
	<false/>
	<key>Label</key>
	<string>com.apache.tomcat</string>
	<key>ProgramArguments</key>
	<array>
		<string>/Library/Tomcat/bin/startup.sh</string>
	</array>
	<key>RunAtLoad</key>
	<true/>
</dict>
</plist>",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : TomcatOnMacOS Updated for 2009,"Greg Woolsey says:  For Tomcat 5.5.x (and probably 6.0, as the scripts don't appear to have changed much) you need a slightly modified plist, that calls catalina.sh in a manner compatible with the requirements of launchd:http://developer.apple.com/MacOsX/launchd.html.  Specifically, the script must be run with the ""run"" parameter instead of ""start"", as start backgrounds the Java process and exits the script.  This causes launchd to think the service is done, and kills the java process as part of it's cleanup.  My plist assumes Tomcat is installed in /Library/Tomcat/tomcat-version, with a symbolic link called ""Home"" pointing to the version to use.  Save this file as /Library/LaunchDaemons/org.apache.tomcat.plist:  <?xml version=""1.0"" encoding=""UTF-8""?>
<!DOCTYPE plist PUBLIC ""-//Apple Computer//DTD PLIST 1.0//EN"" ""http://www.apple.com/DTDs/PropertyList-1.0.dtd"">
<plist version=""1.0"">
<dict>
	<key>Disabled</key>
	<false/>
	<key>Label</key>
	<string>org.apache.tomcat</string>
	<key>ProgramArguments</key>
	<array>
		<string>/Library/Tomcat/Home/bin/catalina.sh</string>
		<string>run</string>
	</array>
	<key>RunAtLoad</key>
	<true/>
</dict>
</plist>  If you have a web app that doesn't want to shut down nicely (my company's product is one), then to avoid the need to force quit Tomcat just to turn off your Mac, use a startup script instead of a daemon plist.  Add this line to /etc/hostconfig as root:  TOMCAT=YES  Then, as root, create /Library/StartupItems/Tomcat, writable only by the owner (root).  Inside this, create two files - Tomcat (script) and StartupParameters.plist.  Again, make them writable only by root, and the script executable by everyone.  Contents of StartupParameters.plist:  <?xml version=""1.0"" encoding=""UTF-8""?>
<!DOCTYPE plist PUBLIC ""-//Apple Computer//DTD PLIST 1.0//EN"" ""http://www.apple.com/DTDs/PropertyList-1.0.dtd"">
<plist version=""1.0"">
<dict>
	<key>Description</key>
	<string>Tomcat Server</string>
	<key>OrderPreference</key>
	<string>Late</string>
	<key>Provides</key>
	<array>
		<string>Tomcat</string>
	</array>
	</dict>
</plist>  Contents of the Tomcat script file:  #!/bin/sh
#
# /Library/StartupItems/Tomcat/Tomcat
#
# A script to automatically start up Tomcat on system bootup
# for Mac OS X. This is actually just a wrapper script around
# the standard catalina.sh script, which is included in
# the distribution.
#

# Suppress the annoying ""$1: unbound variable"" error when no option
# was given
if [ -z $1 ] ; then
	echo ""Usage: $0 [start|stop|restart] ""
	exit 1
fi

# Source the common setup functions for startup scripts
test -r /etc/rc.common || exit 1
. /etc/rc.common

# The path to the catalina.sh script. 
# The currently used version is in /Library/Tomcat/Home/bin
SCRIPT=""/Library/Tomcat/Home/bin/catalina.sh""

# file to hold the process ID on start so it can be killed by stop.
export CATALINA_PID=""/Library/Tomcat/Home/server.pid""

StartService ()
{
	if [ ""${TOMCAT:=-NO-}"" = ""-YES-"" ] ; then
		ConsoleMessage ""Starting Tomcat server""
		$SCRIPT start > /dev/null 2>&1
	fi
}

StopService ()
{
	ConsoleMessage ""Stopping Tomcat server""
	$SCRIPT stop -force > /dev/null 2>&1
}

RestartService ()
{
	ConsoleMessage ""Restarting Tomcat server""
	StopService
	StartService
}

if test -x $SCRIPT ; then
	RunService ""$1""
else
	ConsoleMessage ""Could not find Tomcat control script!""
fi   CategoryFAQ",../data/confluence_exports/TOMCAT/TomcatOnMacOS_103100575.html
Apache Tomcat : Manchester - April 2018 Financials,Income Item£9 Tickets at £100 per ticket900.00Interest 2017-11-020.15Interest 2017-12-020.17Interest 2018-01-020.17Interest 2018-02-020.17Interest 2018-03-020.13Interest 2018-04-020.07Total to Date900.86  Expenses Item£9 Ticket fees at £8.39 per ticket75.51Meeting room (Portico)180.00Projector50.00Lunch 10 @ £16.96 per person169.60Hotel room for markt92.25Train ticket for markt61.90Pens (12)9.77Tomcat notebooks133.56Parking for markt12.00Mileage to station (37 @ 45p)16.65Coffee breaks72.00Dinner for markt12.00Total to Date885.24 Ticket fees are (2.5% + £1.99) + VAT + 3% Final balance is a surplus of £15.62,../data/confluence_exports/TOMCAT/Manchester---April-2018_75966764.html
Apache Tomcat : All about bugs Preface,"If you think you found a bug,please first read this page.",../data/confluence_exports/TOMCAT/All-about-bugs_103098759.html
Apache Tomcat : All about bugs Questions,"I have a bug, what do I do?Why does feature ABC work in Servlet Container XYZ but not in Tomcat?I submitted a bug, why is it ignored?What does it mean to contact the user list?",../data/confluence_exports/TOMCAT/All-about-bugs_103098759.html
Apache Tomcat : All about bugs Answers,"I have a bug, what do I do? Unless you have the source code reference in Tomcat which is wrong, it may not be a bug. E-mail theTomcat user listand confirm its a bug. Alsoread thisfirst from the tomcat site about reporting a bug. Why does feature ABC work in Servlet Container XYZ but not in Tomcat? There could be a good chance that the other servlet container could be implementing the spec wrong. For help, please consult theTomcat user list. I submitted a bug, why is it ignored? Any of the following may affect someone acting on a bug: Is it a bug?Is your description good?Is your description complete?Can a developereasilyreproduce the bug in their own environment?Have you provided a patch? Is it against the current sources from git?Is your patch coded well?Is your solution ""good""? Some developers are uncomfortable submitting patches to code they are unfamiliar with. The committers are not experts in all areas of Tomcat. It may be that the developer who has the ability to adequately review the patch may be too busy or unable to review the bug. That is the bad news, the good news is Tomcat is Open Source and you can build and use your own release until the fix gets back into the official release. What does it mean to contact the user list? If you are reading this - you were probably instructed to contact the user list for help. Bugzilla is not a support forum. Bugzilla is intended to fix ""real bugs"" in Tomcat. It is not intended to help you diagnose errors you are experiencing. The outcome of a diagnosis can be a new bug in Bugzilla. Configuration questions do not belong in Bugzilla. SeeTomcat Userfor what the Tomcat User list is.",../data/confluence_exports/TOMCAT/All-about-bugs_103098759.html
Apache Tomcat : TomcatAtApacheConNA2011 Attendees,Please registeron the linkif you plan to attend.,../data/confluence_exports/TOMCAT/TomcatAtApacheConNA2011_103100481.html
Apache Tomcat : KnownIssues Questions,What are the known issues in any given Tomcat version?What are the known issues with the Oracle JRE?What are the known issues with the OpenJDK?I'm using the Java ImageIO to dynamically serve images and get strange Exceptions from time to time. Is this a bug in Tomcat?,../data/confluence_exports/TOMCAT/KnownIssues_103098892.html
Apache Tomcat : KnownIssues What are the known issues in any given Tomcat version?,"To determine the known issues for any given Tomcat version, you'll need to review the following: The currently open bugs and enhancement requests in BugzillaThe latest (from svn) change log entries for all newer versions See chapterLooking for known issueson Tomcat web site.",../data/confluence_exports/TOMCAT/KnownIssues_103098892.html
Apache Tomcat : KnownIssues What are the known issues with the Oracle JRE?,jps.exe and jvisualvm.exe cannot detect tomcat using jdk1.6.0_23 onwards— Fixed in Java 1.6.0_25.,../data/confluence_exports/TOMCAT/KnownIssues_103098892.html
Apache Tomcat : KnownIssues What are the known issues with the OpenJDK?,"There have been reports that java.util.logging does not work properly in OpenJDK 1.7.0.9 and OpenJDK6 1.6.0_32. The symptom is ""java.lang.ClassNotFoundException: 1catalina.org.apache.juli.FileHandler"" errors when you start Tomcat. See these threads fromMarch 2013andJuly 2013. This issue was absent in earlier versions and should be fixed in a later version of those JDKs.",../data/confluence_exports/TOMCAT/KnownIssues_103098892.html
Apache Tomcat : KnownIssues I'm using the Java ImageIO to dynamically serve images and get strange Exceptions from time to time. Is this a bug in Tomcat?,"Imagine you have a servlet which dynamically generates images and serves them via javax.imageio.ImageIO. To write the image to the OutputStream, perhaps you are doing something like this: protected void doGet(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {
        BufferedImage img = createMyImage(); // makes a BufferedImage
        
        response.setContentType(""image/png"");
        try (OutputStream out = response.getOutputStream()) { // try-with-resources
            ImageIO.write(img, ""PNG"", out);
        } catch (IOException ex) {
            // Client aborted connection
        }
    } Now, although there shouldn't be any Exception logged (because the IOException which occurs when the client aborted the connection is ignored), you see strange Exceptions in Tomcat's log which may belong to other Servlets/JSP (at least with Sun/Oracle JVM on Windows), saying that the response has already been committed, although you didn't write anything to it at that time. For example: 13.07.2011 00:13:51 org.apache.catalina.core.StandardWrapperValve invoke
SEVERE: Servlet.service() for servlet [myApp.MyServlet] in context with path [] threw exception
java.lang.IllegalStateException: Cannot create a session after the response has been committed
	at org.apache.catalina.connector.Request.doGetSession(Request.java:2734)
        ... or maybe you use the ISAPI Redirector for IIS on Windows, and get these logs: [Tue Jul 12 06:04:49.812 2011] [4124:2444] [error] ajp_connection_tcp_get_message::jk_ajp_common.c (1296): wrong message format 0xdaed from 127.0.0.1:8019",../data/confluence_exports/TOMCAT/KnownIssues_103098892.html
Apache Tomcat : KnownIssues Is this a bug in Tomcat?,"Actually, it's a bug (or at least a strange behavior) in the Java ImageIO. When the ImageIO writes to an OutputStream and gets an IOException during writing, it could happen that some later time, when the ImageWriter is garbage-collected, the flush() method is called on that OutputStream. Tomcat recycles OutputStream objects to save resources, so it could be that when flush() is called from the ImageIO, the particular OutputStream object already belongs to another Response, which can produce the above errors, when the Servlet tries to get a Session for example, or can generally lead to broken responses. See alsohereor thisBug report.",../data/confluence_exports/TOMCAT/KnownIssues_103098892.html
Apache Tomcat : KnownIssues So how to resolve the errors?,"To resolve this, I'm using an OutputStream decorator class which decorates Tomcat's OutputStream and prevents any flush() calls. Additionally, when close() is called on that Stream, it nulls-out the reference to Tomcat's OutputStream and prevents any other operations: /**
 * A OutputStream which can be used to write Images
 * with the ImageIO in servlets.
 */
public class MyImageIOOutputStream extends OutputStream {

    private OutputStream out;
    private volatile boolean isActive = true;

    public MyImageIOOutputStream(OutputStream out) {
        this.out = out;
    }

    @Override
    public void close() throws IOException {
        if (isActive) {
            isActive = false; // deactivate
            try {
                out.close();
            } finally {
                out = null;
            }
        }
    }

    @Override
    public void flush() throws IOException {
      if(isActive) {
        out.flush();
      }
      // otherwise do nothing (prevent polluting the stream)
    }

    @Override
    public void write(byte[] b, int off, int len) throws IOException {
        if (isActive)
            out.write(b, off, len);
    }

    @Override
    public void write(byte[] b) throws IOException {
        if (isActive)
            out.write(b);
    }

    @Override
    public void write(int b) throws IOException {
        if (isActive)
            out.write(b);
    }
} Now you just have to use this Decorater class instead of using Tomcat's OutputStream directly: response.setContentType(""image/png"");
    try (OutputStream out = new MyImageIOOutputStream(response.getOutputStream())) {
        ImageIO.write(img, ""PNG"", out);
    } catch (IOException ex) {
        // Client aborted connection
    } and the errors should be gone away. An alternative would be to write the Image contents to a ByteArrayOutputStream, and using its writeTo() method to write the contents to the Servlet's Response. However that would require some additional memory, as the contents have to be buffered.",../data/confluence_exports/TOMCAT/KnownIssues_103098892.html
Apache Tomcat : KnownIssues Are there any other corresponding cases of this bug?,"The third party PDF generating software module PD4ML has had a corresponding problem when calling the render() methods in class org.zefer.pd4ml.PD4ML with response.getOutputStream() as argument. That causes the response stream to be closed from a finalizer() method of a class called PD4Device. When using an Apache/Tomcat connector, this unexpected stream close from the finalizer thread has occationally caused responses to be sent to wrong requestor (request/response mix up). The workarounds described above for ImageIO works perfectly in this case too. A general way to protect the response output streams from misbehaving web applications is to set the system property org.apache.catalina.connector.RECYCLE_FACADES=true, since that makes Tomcat create new stream instances for each request (of course at the cost of performance). PD4ML has fixed this bug in their latest releases, but sites using older versions of the library can still be affected. PD4ML version 3.2.3 definitely has this flaw, but the currently latest version 3.8.0 is fixed. The release notes document gives no clues where in between the problem was fixed, and the vendor was not able to tell either inthis bug report.",../data/confluence_exports/TOMCAT/KnownIssues_103098892.html
Apache Tomcat : TomcatTrackUs09 Draft Schedule,"08:00 - 09:00REGISTRATION09:00 - 09:30Opening09:30 - 10:30Keynote10:30 - 11:00Break11:00 - 12:00PMC track: Tomcat community overview, Mladen Turk12:00 - 13:30LUNCH13:30 - 14:30457: Introduction to Apache Tomcat 7, Mark Thomas14:30 - 15:30518: Asynchronous servlet processing in Apache Tomcat 7.0,  Filip Hanik15:30 - 16:00BREAK16:00 - 17:00PMC track: Securing your Tomcat installation, Tim Funk17:00 - 18:00PMC track: mod_jk / mod_proxy and others, Mladen Turk/Rainer Jung/Jean-Frederic Clere  Seehttp://wiki.apache.org/tomcat/TomcatTrackUs09_Sessionsandhttp://wiki.apache.org/tomcat/TomcatTrackUs09_PMC_Sessionsfor the long description of the sessions.",../data/confluence_exports/TOMCAT/TomcatTrackUs09_103100645.html
Apache Tomcat : Connectors Preface,"Please see theOther Resources Linkfor other pages describing how they were able to link Tomcat with a connector. With luck, someone documented their experience in an environment which is similar to yours. Here is a link to theApache Tomcat Connectors(aka JK Connectors) project page. It contains more configuration and installation information. Please note, jk2 is no longer supported. Please use mod_jk instead.",../data/confluence_exports/TOMCAT/Connectors_103098826.html
Apache Tomcat : Connectors Questions,"What is JK (or AJP)?Which connector: mod_jk or mod_proxy?What about mod_jserv, mod_jk2, mod_webapp (aka warp)?Why should I integrate Apache HTTP Server with Apache Tomcat? (or not)At boot, is order of start up (Apache HTTP Server vs Apache Tomcat) important?Is there any way to control the content of automatically generated mod_jk.conf-auto?How do I bind to a specific IP address?Where can I download a binary distribution of my connector?I'm having strange UTF-8 issues with my request parameters.How do I configure apache tomcat connectors for a heavy load site?",../data/confluence_exports/TOMCAT/Connectors_103098826.html
